long,lat,addr,city,state,zip,url,beds,baths,sqft,date,price
-1,-1,3815 Cabinet Way,Pittsburgh,PA,15201,https://www.homes.com/property/3815-cabinet-way-pittsburgh-pa-15201/id-400022878446/,2,1,1648,1900,137107
-1,-1,3815 Howley St,Pittsburgh,PA,15201,https://www.homes.com/property/3815-howley-st-pittsburgh-pa-15201/id-400022878528/,2,1,1008,1900,120506
-1,-1,3815 Howley St,Pittsburgh,PA,15201,https://www.homes.com/property/3815-howley-st-pittsburgh-pa-15201/id-400022878529/,2,1,1350,1900,168391
-1,-1,3817 Liberty Ave,Pittsburgh,PA,15201,https://www.homes.com/property/3817-liberty-ave-pittsburgh-pa-15201/id-400022878617/,3,1,1188,1920,113424
-1,-1,3819 Howley St,Pittsburgh,PA,15201,https://www.homes.com/property/3819-howley-st-pittsburgh-pa-15201/id-400022878525/,2,1,1313,1900,181472
-1,-1,3823 Cabinet Way,Pittsburgh,PA,15201,https://www.homes.com/property/3823-cabinet-way-pittsburgh-pa-15201/id-400022878451/,2,1,1360,1900,118510
-1,-1,3823 Clement Way,Pittsburgh,PA,15201,https://www.homes.com/property/3823-clement-way-pittsburgh-pa-15201/id-400022878551/,2,1,1382,1900,163585
-1,-1,4124 Foster St,Pittsburgh,PA,15201,https://www.homes.com/property/4124-foster-st-pittsburgh-pa-15201/id-400022876704/,2,1,1284,1900,217144
-1,-1,4400 Davison St,Pittsburgh,PA,15201,https://www.homes.com/property/4400-davison-st-pittsburgh-pa-15201/id-400022876906/,2,1,1180,1910,166292
-1,-1,102 43 1/2 St,Pittsburgh,PA,15201,https://www.homes.com/property/102-43-12-st-pittsburgh-pa-15201/id-400022978046/,3,1,1229,1900,234297
-1,-1,112 44th St,Pittsburgh,PA,15201,https://www.homes.com/property/112-44th-st-pittsburgh-pa-15201/id-400022978059/,3,1,1712,1905,190571
-1,-1,114 44th St,Pittsburgh,PA,15201,https://www.homes.com/property/114-44th-st-pittsburgh-pa-15201/id-400022978058/,2,1,1302,1905,64077
-1,-1,121 43rd St,Pittsburgh,PA,15201,https://www.homes.com/property/121-43rd-st-pittsburgh-pa-15201/id-400022978094/,4,1,2275,1900,328572
-1,-1,122 45th St,Pittsburgh,PA,15201,https://www.homes.com/property/122-45th-st-pittsburgh-pa-15201/id-400022978309/,3,2,2160,1937,195047
-1,-1,122 Locarna Way,Pittsburgh,PA,15201,https://www.homes.com/property/122-locarna-way-pittsburgh-pa-15201/id-400022978308/,2,1,1152,1900,65217
-1,-1,125 43rd St,Pittsburgh,PA,15201,https://www.homes.com/property/125-43rd-st-pittsburgh-pa-15201/id-400022978092/,3,1,1959,1905,134744
-1,-1,137 44th St,Pittsburgh,PA,15201,https://www.homes.com/property/137-44th-st-pittsburgh-pa-15201/id-400022978297/,3,1,1368,1900,105205
-1,-1,147 Locarna Way,Pittsburgh,PA,15201,https://www.homes.com/property/147-locarna-way-pittsburgh-pa-15201/id-400022978293/,2,1,1200,1920,196727
-1,-1,149 44th St,Pittsburgh,PA,15201,https://www.homes.com/property/149-44th-st-pittsburgh-pa-15201/id-400022978292/,2,1,1664,1900,237594
-1,-1,151 45th St,Pittsburgh,PA,15201,https://www.homes.com/property/151-45th-st-pittsburgh-pa-15201/id-400022978122/,3,4,1927,1900,402324
-1,-1,154 45th St,Pittsburgh,PA,15201,https://www.homes.com/property/154-45th-st-pittsburgh-pa-15201/id-400022978326/,3,1,1080,1900,181565
-1,-1,170 Locarna Way,Pittsburgh,PA,15201,https://www.homes.com/property/170-locarna-way-pittsburgh-pa-15201/id-400022978337/,2,1,816,1900,112545
-1,-1,170 Locarna Way,Pittsburgh,PA,15201,https://www.homes.com/property/170-locarna-way-pittsburgh-pa-15201/id-1000056484999/,2,1,816,1900,120570
-1,-1,175 48th St,Pittsburgh,PA,15201,https://www.homes.com/property/175-48th-st-pittsburgh-pa-15201/id-400022977979/,3,1,2008,1920,229339
-1,-1,177 48th St,Pittsburgh,PA,15201,https://www.homes.com/property/177-48th-st-pittsburgh-pa-15201/id-400022977988/,4,2,1920,1900,215721
-1,-1,32 48th St,Pittsburgh,PA,15201,https://www.homes.com/property/32-48th-st-pittsburgh-pa-15201/id-400022977978/,4,1,2080,1910,252861
-1,-1,4415 Plummer St,Pittsburgh,PA,15201,https://www.homes.com/property/4415-plummer-st-pittsburgh-pa-15201/id-400022978321/,4,2,1536,1920,254247
