label,prediction
510534,433556.91082
380355,333882.999422
53145,70167.5057104
334642,282792.006464
150400,167264.224364
285223,267574.794304
123539,103964.763588
116844,116044.542509
86161,89868.2866264
202438,223796.215812
45905,88384.1767271
187793,256664.99713
95525,158126.392887
128175,166810.172427
163387,166702.827642
208369,241682.682766
158036,86596.9849754
152400,230591.242376
94311,77678.8443948
113216,88840.84744
61818,185654.465846
173105,152405.249787
80580,139316.354583
76105,86882.5953799
54345,126853.538693
155795,184027.414803
52740,177938.783261
123358,104194.223885
347214,390687.848414
115747,144682.787431
923643,509330.721934
88426,148887.70752
249790,176743.964598
170764,89553.8690967
124540,62997.6362298
273619,292492.433521
213469,219865.456755
635645,423805.411991
175510,143595.357888
196018,147758.610329
67437,61136.8570535
198369,170095.399301
172115,152719.721394
121287,80915.201344
167812,176079.168497
135092,233104.630317
117960,101052.053898
253052,310371.874319
296917,352702.709474
219017,116580.665377
111930,156023.080593
100670,42514.4246374
100761,120056.730795
42197,99149.9144126
91776,151285.376898
159124,129999.885901
204235,237866.546058
223438,315969.023413
236626,221603.941902
212021,187936.598271
50733,99165.400216
156820,212473.229532
131641,79115.8674832
133095,179616.466605
123914,244236.076063
970558,477514.511202
247420,242682.658147
121066,208470.725368
199014,151936.63173
176808,249176.777012
163084,105324.780398
150038,166112.567401
74050,90787.6680201
110375,95971.2625869
149293,76123.8049121
169477,180901.167406
113607,95148.5467738
184687,165094.678096
114453,85420.9119195
297641,352664.273081
348156,265229.056506
56829,88153.4264264
775101,503849.395743
100431,118831.563148
208095,262968.954867
158202,38786.4764884
199863,130279.028329
