label,prediction
92839,90373.4602879
44314,60536.1078817
133882,193243.14545
166005,111703.753409
142029,234686.560266
190203,248904.9065
232949,269121.665015
227824,129976.761586
206105,313087.303237
77244,130359.316722
170227,150939.554441
627188,419033.698317
131565,329561.850996
140193,183022.958111
308895,369551.154026
365514,206534.273561
393197,368770.523406
89626,171183.38156
76347,114017.424234
280907,252965.17578
210338,285083.302005
94338,117301.114685
152454,250291.531859
115153,115686.32619
182331,248105.264234
178834,145640.816472
405278,365930.923467
136356,154176.502073
159937,105603.454689
251856,101526.642133
81682,124145.002578
217754,266347.506696
388284,364729.897545
117662,152130.450046
125996,123407.067821
167916,89019.4299409
82330,92370.2845284
196528,108608.386462
106033,69562.0963838
132352,130429.206227
96791,80914.0821679
78249,116061.208321
96739,87603.6088253
221532,312957.6622
160199,118490.312793
1029000,626622.362338
330763,360473.985913
138096,240535.186482
120839,132273.950007
342316,278247.783438
114040,212978.406731
130125,151229.356749
119824,245606.073866
116511,122348.663957
198203,144951.293434
74811,82599.4230142
142354,252172.569219
169557,159969.831818
155057,186535.512525
140185,112319.2021
108517,213740.379798
194073,259515.93957
244751,324667.92364
201150,257666.517422
108541,114113.959662
262491,324331.085627
350413,290386.745144
203696,191709.757476
182935,148154.2193
100449,153258.533841
110955,133266.248458
77086,120414.874668
99309,157101.197334
135048,106584.203156
156846,156190.121403
123781,283432.771355
93078,67813.310959
111641,291440.126691
62396,119803.194676
113728,87430.9847574
346153,352132.438577
171772,224728.837054
201507,204893.213557
116906,145942.256894
92126,144258.465158
447302,354673.757097
761383,442865.596372
285215,347715.743416
231375,178959.89943
60761,105354.337195
112083,156192.766745
156339,143734.741884
221115,255723.366762
114740,182486.845817
190217,142600.903237
98083,19993.0591558
263817,195835.713613
161191,215376.959476
119115,144960.218784
211919,238070.050446
180031,81820.1650891
119361,106804.307748
130549,56779.0091031
133891,64811.1705217
164407,116128.816476
62554,141263.267704
226979,141510.484794
661541,406809.806628
116994,92952.7308289
186255,145934.219852
102411,40011.5670281
69010,121688.108463
100878,123912.697181
69131,60536.1078817
105712,134410.080102
205671,184466.108002
74902,66060.6449076
143109,170163.034747
273353,237289.251919
110975,183720.706276
179611,190604.049163
63237,53542.5736067
163687,156251.333978
197996,241049.438391
51321,80181.8661432
214858,227859.599507
59860,2203.96869303
119788,157334.728694
217090,137762.239691
148770,98135.6371633
250926,325702.548621
127044,122008.465325
117475,113229.185359
144084,96145.2077414
279415,199977.593709
66619,204005.9565
200036,238898.349976
191529,309651.038305
71833,122246.349146
157260,108149.487901
589229,388507.998798
124027,145309.014014
185658,150753.300677
229138,242611.426826
110742,177120.533712
119130,148290.091682
325702,254690.567516
140326,116925.369531
149575,75928.2762901
446286,344297.418372
295731,404875.179642
32008,79569.9309327
185945,210682.651296
166809,148158.83094
207417,148674.449225
559398,220317.186024
189394,191413.011099
79734,91209.1928035
226255,260520.490128
193279,229746.229241
165033,76627.3804849
174213,268692.691108
141850,56607.3519245
130785,88192.0762746
96975,97616.1430211
105000,136820.904153
114569,260750.552694
187320,170965.951338
588874,545377.904004
196669,111400.660781
110610,181502.081478
304933,168001.847268
127282,125459.834514
93379,132332.172724
180380,297348.833866
161027,313641.986749
113595,180086.842177
432997,291034.48701
392205,335315.707809
99065,43867.7730065
181210,191500.204533
1147269,759274.056884
82634,146499.75979
86037,102435.033746
355235,339935.45409
148218,212629.21778
89042,103482.144052
133578,135976.853591
144074,144124.646004
254280,319220.639215
128719,125743.101348
185935,163633.306618
63331,52637.5224429
178380,276316.378594
142956,124540.600578
164401,216109.511306
128982,98073.714722
68627,108177.1349
279904,216097.734397
554503,539619.231137
93374,271116.382555
308753,394430.060837
428361,341269.633714
356652,203862.913904
163751,136004.736143
196827,354351.278316
203362,174278.887423
138312,124322.660182
65506,75530.1903208
100699,92370.2845284
93699,91160.8196834
74277,45605.4869625
228277,182744.644977
191060,230692.999198
256374,260806.240176
122579,70654.8516239
188341,163262.274605
103961,137232.540088
104205,94428.3035636
70495,179515.90551
194581,305413.207583
196000,181054.010109
107951,174420.023694
164951,150682.924077
58905,78492.4389933
73475,159811.785155
151744,103782.366558
119319,65448.3426135
161667,121007.025187
92684,221596.432848
348514,222318.367756
208464,171794.1592
133611,84845.183194
99070,127659.751422
89228,120429.771541
95211,98144.3487498
560912,536171.666746
254003,246911.220227
253461,314538.672043
446030,311360.517947
146855,146502.887231
266654,252729.491324
111819,110513.002198
79654,97753.011754
333570,342049.6338
147191,96054.0907197
96248,97977.8237119
210117,224904.739005
80567,130770.578162
49005,74355.1095152
189844,146168.651036
48843,67289.4676012
582464,450422.792427
152264,158069.795874
72681,190243.79283
563926,488673.839813
172968,198170.879178
93987,184783.763362
96898,226735.92091
70593,119654.899034
109108,168339.575403
117965,122975.671006
69482,160720.618526
282272,279187.467571
62589,97155.2341375
113590,102428.670765
478589,237205.138485
65389,69608.957457
109761,110792.334383
330601,294168.252371
156932,124415.95279
90077,62938.1064147
69938,155710.107992
513450,258105.84631
54509,161101.833328
54509,186744.766566
205420,240482.123672
97377,119919.256244
198456,227703.166628
125188,120104.164122
77953,134104.176226
90840,181689.133026
96812,241208.635224
96595,110703.579708
86712,72241.2989502
240000,119893.54688
163773,70644.8032153
145281,291873.014353
112756,78943.1348205
194085,176726.733725
81405,34247.5958776
231854,168077.894941
593112,539126.816921
289486,204330.071939
216915,192784.043261
172858,133769.05819
247379,205355.853976
283238,327726.02603
127886,147271.67309
111098,119910.086577
149037,135908.170856
165096,152359.248925
62056,38425.3790086
100821,60660.5438563
118943,60212.7318573
76077,111755.635461
236016,270334.543214
159906,120477.532462
263633,298445.960727
62878,53519.1091299
102579,140833.878344
115201,107907.181798
111693,110425.054729
624619,346920.945856
134194,225939.004731
160754,154956.754196
167014,170331.418476
191129,247487.431861
233920,262598.595342
56870,179515.90551
122122,225939.004731
134186,225383.158048
98978,244173.453019
302840,214131.941474
79064,78392.2179314
71427,120090.909111
428185,580188.253336
350947,287023.822839
1198284,857929.97245
103310,144522.149878
147677,228185.817606
154913,100942.727535
137396,138109.929071
207349,244747.164852
69382,66779.2192944
400275,216782.12446
265757,329910.132369
162940,200327.048208
318953,328424.508862
116383,186254.488412
200566,202920.816818
93509,100185.301361
104103,77000.9206132
872239,238850.810822
100009,99236.7681242
88485,108521.65581
88262,45241.9694207
193714,168561.639386
109889,159864.154641
273174,320658.625808
153013,147432.664727
170998,255395.657234
154340,128952.353351
409684,228211.920293
127010,145425.54684
208801,232526.324108
111536,165809.352038
142841,82707.3923464
325979,249003.909702
373105,321535.769146
138609,173427.772213
118758,113513.263059
246564,292018.033309
132806,178941.122839
340679,162296.051568
156038,99785.4902653
184918,250729.124168
197492,259088.342344
112795,118924.906557
120726,92781.3196121
226402,322419.499457
109090,152211.4783
168127,257769.944979
439441,271875.68772
77271,114172.772837
1058575,313701.52891
151947,212556.82212
73963,52207.7369902
240189,281367.96468
148050,132275.771429
149576,196515.207704
428301,220191.528513
160222,42435.0303738
159298,125076.1853
81751,75892.9787613
87928,118247.885621
115769,126022.669621
388765,328597.640583
90853,106621.775144
138663,284839.566465
221587,157046.895042
207393,205790.231479
107581,141783.204712
800209,607089.152362
155231,248899.763361
256476,299729.571512
162940,266960.489958
124226,141390.636119
122775,83979.6671055
147118,230296.499605
58257,92764.5645537
88658,51507.6760228
74204,76110.1640791
155281,101766.520752
222039,94550.9078571
304346,194131.299123
179774,153973.687263
147224,212185.775973
230000,245914.451505
166666,120051.73494
138026,89804.5556531
96177,129302.953112
360028,401645.538635
139510,135500.466895
137475,167442.788285
101844,237976.470409
295428,266026.596221
121067,126282.019537
124088,210255.758078
88650,242598.012707
348505,166688.392949
168900,230692.999198
110841,144366.525805
337390,424065.811014
90007,112358.077652
86652,113129.336106
537106,438385.650719
82249,76749.3192328
131625,101331.708886
64967,144941.425861
162476,280580.736716
141584,158022.023391
66148,94.7934587017
211614,199558.940028
891382,512379.828346
102206,148935.918109
106613,107147.863163
174201,178695.027822
101223,166116.569632
153556,203990.898801
636388,311649.405881
77550,117098.488797
142049,137170.518761
204044,306779.064275
172834,229735.05583
764968,514856.047457
66835,77262.2182555
204353,309130.369609
186789,170927.584587
180093,232181.822744
142049,124680.73475
177462,189306.161933
119845,246594.920656
229254,241430.50936
237026,216198.91923
135049,422933.592232
174125,230692.999198
186863,232831.906198
234861,272542.619773
574860,472430.452574
143004,131071.028763
100670,200599.980558
304277,135098.447009
69755,115725.889816
341717,394337.903187
84181,87026.4847241
93074,226498.789795
218495,308438.160105
62274,90586.595871
308698,229165.880103
202876,218565.042353
408138,316143.171816
188781,207681.27622
152234,104072.978685
144957,181116.215835
218973,196722.911688
268934,289574.84613
198125,172282.271222
128018,137011.817412
199758,128553.759268
114122,199154.105845
261177,298761.385615
133986,87092.04929
162190,138264.915783
214215,324847.456193
85977,114133.763031
380080,290600.902018
162844,111018.526757
71651,216722.063963
66620,181610.470236
81488,37882.3345156
70734,100707.348094
155937,228201.566213
264987,328424.508862
108588,162506.811104
108485,98523.673507
108865,133496.946967
233903,321456.353753
136161,172809.746662
100955,125526.935945
173832,130397.961358
370528,289425.468813
84728,207160.257102
102008,170551.226944
123524,59669.2063511
630509,428914.359553
40036,76376.5061143
70823,132365.364116
159593,258492.240543
57813,19282.9443035
166333,88881.1917044
92379,75514.7962321
162535,2035.03351015
175583,375233.639052
76042,97299.570377
270791,264070.087205
310348,325987.551769
444661,423298.664619
141589,112979.917032
115960,85035.3253415
228758,256478.455992
58500,78584.0737681
296510,344578.929055
125150,101781.303684
271211,326268.118173
122075,68142.4482698
83790,175968.978924
63443,141671.619458
285000,144845.916692
89793,94557.0632925
322818,443299.421213
116588,141601.887543
178280,196667.800706
369503,304893.766259
168512,171431.977304
111646,162233.489076
136842,99841.7559141
87434,139083.000646
87538,199131.620398
364211,366438.4126
82276,60536.1078817
152250,354345.739434
128680,128910.270913
116696,84886.8398271
137728,249886.870082
507645,307333.242372
90563,77512.7224298
53750,97329.5983389
183632,175179.479392
87420,83821.391038
109562,209769.28788
92074,143096.972575
101035,119760.319102
184626,146730.302473
229751,330548.099141
166974,192049.104347
140776,146084.247184
185218,283211.55705
226909,187882.288462
264928,300871.384083
171403,188910.780745
96922,220077.433361
101998,256570.400404
90551,98246.1682544
194086,167293.352882
84151,98416.5770969
57387,80181.8661432
121207,144052.628393
241395,273877.537326
203815,146276.91183
284615,365633.978478
332294,241888.257315
318133,304290.56367
88125,130517.488069
183505,87661.0564982
62490,147993.484476
157490,266739.059104
213857,266612.558796
101376,134352.790731
186885,41645.6532162
124157,212411.540852
382269,371586.240801
195908,207202.137461
174970,200379.115077
327785,299055.345477
100062,186349.324908
238232,228880.962738
94991,131323.050906
648797,433294.214779
89819,167398.108486
59728,122364.265371
139240,142105.924348
151096,84141.9339032
146628,76082.5356653
196271,223645.124532
163570,128444.817777
193564,100248.757392
124577,142844.139867
285244,307245.52712
686667,355489.977067
74879,89722.6392591
74879,89722.6392591
73720,89722.6392591
73720,89722.6392591
220507,288328.405634
75770,89597.8198236
84749,87398.1382095
110100,93126.4956868
103752,149022.070255
88717,68918.8866644
111478,207891.453346
132960,160104.957137
491691,302052.36081
102066,60099.3535479
146413,114430.3842
196704,238588.558872
127198,106399.96751
136448,99312.94923
85763,16720.9558707
156540,113083.232884
105217,121448.673406
184204,210892.284783
242031,209663.852913
93957,128217.238661
167714,227837.648534
44186,207113.48945
148741,138238.427652
319588,281665.773463
73180,220985.738899
383284,378457.280014
80070,197926.15769
85997,88248.1713696
186488,95545.8909874
92745,187988.295028
199194,212556.822713
63910,192578.706551
421758,342499.93531
145349,111635.230305
419261,225800.687143
329955,267559.048917
126488,139576.199014
119623,148915.648443
74290,67291.1142092
127689,71371.6304329
102584,139180.882385
341894,313593.217639
90734,83179.528123
352064,392216.707818
85428,103402.606626
370076,350842.391658
101162,73889.9200692
68721,115436.965175
108392,97031.9073508
288933,213587.977987
90396,121354.613391
237360,231674.254054
184089,181474.476036
193215,171815.932655
339540,322751.435261
202003,234410.796369
134417,99404.1304637
120921,92382.5799953
123233,117944.513398
183820,156262.520171
202439,132925.557821
96297,165982.234959
100506,121839.965338
123264,131842.428712
368769,407568.273937
72452,253583.672245
555120,546617.538105
289566,426646.993358
147673,198097.654327
114276,160253.756443
55703,205414.632655
111086,119803.452751
116398,66424.1709417
235163,281454.89522
166000,186904.185974
110787,159543.335568
73772,210076.130054
230398,253473.966397
50818,71469.236222
796261,593889.702421
115471,43059.278911
273421,315191.446454
116676,178740.115137
155050,170708.188912
50667,71469.236222
324162,195582.883683
114759,162872.825915
96652,160029.886324
199131,155401.794674
113634,138334.167594
514358,540208.907443
45764,99149.9144126
131535,145151.731795
144841,138760.518461
75151,145871.348622
64458,82878.5185176
67337,119336.628328
310356,271640.247118
177634,215744.679551
284047,196716.55035
284047,196716.55035
69157,53039.5388389
69157,53039.5388389
201069,193959.903985
374544,384158.175953
374544,384158.175953
374544,384158.175953
273809,293567.790845
273809,293567.790845
273809,293567.790845
276503,289676.864062
276503,289676.864062
276503,289676.864062
101761,113343.622969
163439,239014.242475
135794,159696.735659
89996,58474.1455138
463912,238306.286459
119074,118073.189719
198895,163909.720844
124719,93424.8185748
394000,230362.664626
120472,95576.2062527
147376,141173.319145
229403,299405.530969
227952,159196.0053
49667,24961.3648624
129472,170491.951955
76220,132771.626222
225096,228659.678543
182890,250480.680029
102588,132766.803782
155985,191494.870249
391023,314840.248583
176655,179303.364844
122083,96477.3903239
244660,202649.992758
69397,73446.6871201
87227,135744.291655
227013,266568.710693
201306,372432.838851
55005,94194.862304
106279,114993.355306
113912,132766.276748
76440,41969.9533157
139681,182816.686826
105258,165262.079974
138039,99663.4104006
167171,240438.554259
72474,58509.0272984
85033,103834.512356
132793,71479.7476677
340265,390538.589473
94147,288518.321187
72236,74667.1558239
215251,222722.559635
164319,137803.270362
177107,108648.536201
118800,178793.884456
100570,132360.828721
54852,203966.037201
168835,390878.601109
129932,86389.6699572
102321,174161.247821
232783,226696.023805
253388,259265.958907
185979,212245.68647
97630,80585.3341861
117502,112483.81007
148207,150654.488928
218212,101231.04362
385808,459102.756443
205460,209318.018402
225606,182648.851837
214272,265582.600134
251016,336958.003381
101777,127830.278312
151710,230510.68549
242966,264536.196756
81086,59009.4178869
142649,74578.6875235
598916,416821.183945
363279,352227.094372
100607,59569.5695296
70780,68428.5593164
60079,110353.279618
520488,365140.066668
109519,112120.604846
108762,125254.290376
311233,229626.315978
189940,643685.451152
348734,361877.428157
443212,165439.205218
202047,161757.195296
175379,208496.862554
167588,202759.918241
407819,248025.964886
111879,106102.965195
196703,273382.384218
301208,132185.774035
104564,93524.3934878
79261,111279.470013
172539,144412.183745
79851,127755.683093
184496,289987.66211
293907,279496.453484
103169,175338.749319
296882,287716.032343
123585,118565.430707
184797,104285.823235
197340,76519.8349049
807303,443479.949418
131929,231791.85616
216847,177720.926931
176115,129476.894408
80300,67086.1793418
169093,156169.890421
200049,204369.108675
201888,165285.024164
91416,48189.4040502
231579,286869.55962
179094,193109.05065
200673,297572.472511
121851,56161.6455238
91762,85471.3172149
114583,106610.841105
119150,240070.414815
229922,195857.550746
170293,170291.079205
88370,127678.628375
507142,361069.677984
110578,227686.78447
146445,119863.080418
103943,75741.2216508
125184,93386.5161199
589334,462613.976644
115072,232608.298354
208678,176035.7579
129540,90867.9238316
220956,166829.968429
97142,182996.968174
181812,230041.790651
334360,296226.552456
163039,179977.018705
79552,80200.6356252
440715,394294.296545
75212,100643.848514
365189,377199.18442
316731,451892.474851
55855,87436.1586035
66962,82878.5185176
557243,395391.314645
479900,371457.487433
119805,183266.300838
244512,234056.309395
87947,94652.7692833
361998,293478.703522
115533,160519.668221
148785,238739.308123
418081,293635.060844
74140,129253.75779
149097,84697.2062995
204618,155638.01366
230153,169874.344988
251338,206106.147567
108321,86039.9280923
82450,108154.592436
231847,250713.599085
42547,82392.8489469
104592,101119.001789
111125,65971.6783088
174105,230692.999198
143555,124618.457147
268425,217653.84096
260901,191257.856679
77782,83666.9739623
125745,139788.892496
261177,101624.663076
195715,105422.453903
45266,41804.0748515
410720,390111.612448
100262,104391.867626
69921,77887.38982
269732,368105.403137
632065,345066.682482
126721,231441.591431
170926,138192.79383
72506,94046.2721039
63498,43356.6471739
178619,119569.514637
157109,147837.504278
67790,85487.5077191
149870,153725.851306
290314,316442.792051
101671,74792.8320893
335400,343069.193372
180682,184345.397787
80709,76924.8815335
86446,103701.487066
205079,174094.42292
422125,447149.275214
394015,129708.919823
30629,100008.146445
71313,103456.337251
330883,247263.279982
75477,106706.054815
229571,280685.068411
54252,35026.3302333
401303,269829.272521
84354,86262.3788574
454800,391595.584118
169741,53789.8166941
184017,203517.290919
126779,127923.563395
269871,318887.066774
102358,127482.342266
169661,118832.380247
334878,238924.602241
127138,189400.819518
130145,144032.537038
335306,425874.473913
251197,138277.352221
263078,152256.951364
174012,90921.8389826
155626,230763.198815
110956,76111.5416362
76328,219760.196664
141232,172171.812764
103833,110187.496644
146294,123487.992686
205102,219097.852192
154811,140216.045625
175053,226626.576689
81445,78019.9381922
133853,82981.7799196
102540,60992.7229681
134383,167395.54401
262635,203648.782093
248421,343046.727104
229333,282544.951927
150097,85351.4245746
188854,173082.524759
148417,200477.717444
133794,145482.475513
145951,147223.538885
105000,142379.218116
135567,288684.966147
549449,365208.794935
86357,141671.619458
209037,168407.935486
151205,266739.059104
234409,209756.916124
107285,135129.449732
49037,57407.7963743
177359,200973.223293
196008,195246.705725
109069,131871.403421
147436,197621.440368
294122,208607.431522
419349,302848.775396
121331,159343.503846
68383,67297.4684097
374351,421320.487645
166738,81573.0750615
102131,79591.7759415
131207,148818.076535
270999,299128.396411
319681,304829.956258
134218,120277.069056
85959,31408.4554367
103297,105699.334183
197783,200444.154893
101123,101652.307044
235870,232604.411746
87176,57229.5033998
57534,90877.0716289
181531,145369.975183
128345,163911.497057
222384,413366.983614
214308,249195.914408
139160,161672.375272
55206,123208.381016
308122,204439.24734
641943,531807.828021
209589,206780.992587
178524,269363.482236
41861,35410.4331285
91173,82914.810765
148973,206716.076227
256669,207399.427587
160384,207306.807916
125424,127731.940446
89206,87247.1059017
166478,191319.737445
140383,221726.674737
158932,263056.924537
61104,264295.592764
199884,109467.60668
114495,182210.798605
103778,140377.33291
195699,391400.306825
121942,118319.346222
343692,325381.449208
106298,148232.960384
110400,86182.6367149
108384,231660.275953
214567,330111.420725
277070,231670.607534
124352,197773.819275
385399,470787.645591
40239,51507.4082818
170459,109621.951394
98186,61445.219357
206308,119122.374638
318798,297899.082754
226798,220698.568675
148299,260623.837768
115890,86117.6828336
86394,93475.5141027
123039,93994.2470828
599027,404871.590941
168679,313949.666625
554241,586512.534774
68279,54039.4067674
100773,105238.953975
162205,138367.354554
161924,261573.521342
66125,107744.444273
232037,280367.822008
135741,213995.269664
125561,84435.4770942
83523,47343.9290161
203812,238725.937854
257907,205054.029512
139057,244340.539374
92049,152126.229361
114743,113016.759616
332977,271638.863713
142382,136620.18061
366714,403368.378167
224731,178147.427205
139991,186540.932134
537874,512252.576482
100780,184047.425599
408002,334654.376565
148728,173271.002801
83631,82356.1383209
226654,142281.294856
204730,64372.7989463
95266,196576.116559
141758,159429.736621
161653,260623.837768
617340,402653.860181
175999,222718.394248
199826,155184.419796
140257,182796.089193
77613,59323.2296826
67022,112211.046268
118556,126363.335035
200306,170986.511095
59197,117319.249013
117794,77441.1078019
381563,274824.585211
142026,145345.795146
176595,183917.733329
130001,93244.4215653
139174,58854.6282279
216738,221187.329174
106412,138272.570666
95216,162861.351986
184881,163367.415489
254988,308701.039345
90338,99822.2547649
149558,196544.590503
167288,249680.626731
100410,79466.5730223
175678,149401.461264
55219,167366.081561
666238,380151.730937
473175,413265.796247
142197,83925.3087281
196614,149263.840718
106484,179485.105358
140282,140837.089488
172085,178321.319355
190048,123874.685572
102195,209031.329642
351375,259926.662698
306821,365173.822858
112093,46015.9943965
119649,99950.7081177
146847,164850.62479
337010,242102.570776
165806,150930.276696
289303,232702.932776
335708,357942.240521
115702,194382.928694
203374,210761.065967
216760,343588.496957
189900,214843.674217
189941,222241.352206
87122,105804.208352
480369,313370.28937
71921,137118.079545
183464,144016.355474
74043,132541.490524
502562,365364.995544
120568,273013.447442
58327,51973.2812987
106824,77828.3722022
290619,335507.085392
224069,231823.691714
148947,117333.673224
112160,76194.1092337
100050,64811.1705217
194342,246389.808588
82040,62007.0139504
181046,184275.627685
298144,352452.6458
75488,118911.035372
140459,172910.481138
110344,198642.135953
611344,389473.610441
141217,239662.666704
76246,112149.505254
145996,83800.3106456
643189,447912.716865
314825,294893.689826
178806,260623.837768
87187,69198.2896882
178879,242348.208772
324869,302266.853976
212394,214531.556147
127761,135554.964554
107332,237338.478446
128842,364514.078928
173922,209929.870245
177336,242163.874264
340616,333579.449573
178900,125420.727795
86697,164535.014665
185777,200782.899214
191511,218447.570991
157880,28880.4599981
96049,157683.030139
265388,204527.16101
119337,102212.776917
89115,70972.2502697
403052,365374.418801
339587,284062.922116
110801,165629.769068
191030,218079.568129
99652,38911.6025641
316387,258141.971029
76426,73836.4802505
269925,311664.581342
483393,552495.727896
105724,84604.6314233
82103,76635.978273
68724,89807.6817296
207412,226941.471848
149676,227347.134364
94733,189484.907958
167979,284698.123682
210858,283250.195654
133235,122090.819435
266346,233797.619135
48866,126853.538693
315199,264070.087205
316967,303313.424065
77409,117690.864837
247328,266247.246111
105478,95393.2662307
195359,183799.912038
260466,275119.314196
151708,139907.839509
97186,60297.8323658
235167,220073.573746
148098,118410.716331
188959,201973.497442
185798,244893.751375
379730,232323.608056
399783,391905.214789
87489,223978.85387
177574,313915.692845
101985,194594.758923
103311,194205.643195
233838,377142.206914
122701,65969.3629639
294172,148108.328061
232895,117709.212232
146300,191839.460202
120421,121972.156969
102830,48453.8451789
286132,328424.508862
116847,108408.450354
648460,339418.960974
274614,201559.02707
112020,87204.6988407
565285,387800.349863
123710,62750.302219
669771,497496.155426
294663,296766.036417
426214,373298.287242
123670,247979.540497
80563,73252.3577204
152690,194150.419619
126585,69431.8291893
235521,268805.539405
84761,124389.633807
518393,525405.119063
106920,131771.72513
91614,61748.9860809
177474,106568.54634
116056,60602.2448606
353622,309427.345745
146474,152914.309741
310562,277653.030121
366423,309427.345745
243234,232091.617652
198161,313577.143076
166900,73303.2091361
264570,254987.988653
158566,189983.953677
194118,145643.511508
764919,448298.561985
178872,249985.821567
128724,135459.823488
110811,194166.780149
410271,331004.143126
264422,326178.826839
53246,202510.618753
241413,329051.296317
152921,205267.556267
95174,98600.6232364
71745,81184.0928846
184578,94899.3301523
359000,247694.882345
311567,485592.844863
160964,90048.2854439
160978,47175.1403756
148108,206023.895646
203552,172853.136746
91347,122990.46364
166344,162521.557215
179579,175254.175383
53460,15112.7516771
61697,130215.126795
160785,200040.386734
104783,178341.127475
83174,56779.0091031
253287,255963.785652
79614,50001.7050678
125316,170031.422317
80655,120276.191126
352189,577975.821322
73796,82874.8107918
134894,100654.537121
110223,100513.115158
238194,236946.729549
235666,234840.017331
105003,70760.1413054
51929,150643.337284
153121,96145.2077414
226573,226989.745598
72016,65248.3513126
113805,185612.566356
77350,29921.7882259
224301,148183.254203
169518,216374.033208
507114,266815.658489
145459,115416.600106
81621,113761.83024
105661,120026.063818
191800,264070.087205
475102,409740.066772
465600,485298.629598
96812,145959.687125
376914,300981.863876
81993,99899.5694218
62927,37792.1053581
215177,111722.86109
63456,31070.9280514
128945,144457.403085
179147,177070.987069
538523,381149.554362
76984,55521.6555206
186005,73522.4028561
119959,146322.686342
266109,262879.827796
280778,239360.523353
